time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,place,horizontalError,depthError,magError,magNst
2025-02-23T03:32:24.139Z,-17.3919,168.0297,35,4.5,mb,18,183,2.09,1.3,"48 km NW of Port-Vila, Vanuatu",8.65,1.93,0.221,10
2025-02-23T02:20:54.471Z,53.4787,-174.7175,4.3,2.5,ml,,,,0.69,"146 km NNW of Atka, Alaska",,1.2,,
2025-02-23T01:46:23.915Z,-7.3034,155.7968,35,5.1,mb,83,32,4.622,0.69,"114 km SSE of Panguna, Papua New Guinea",7.55,1.799,0.054,113
2025-02-23T01:39:57.467Z,-7.2978,155.6556,35,4.5,mb,24,95,4.749,0.57,"110 km S of Panguna, Papua New Guinea",12.27,1.934,0.119,22
2025-02-23T01:31:52.085Z,-7.4856,155.8717,35,5.6,mww,101,27,4.474,0.77,"126 km WNW of Gizo, Solomon Islands",8.51,1.797,0.061,26
2025-02-23T01:30:38.195Z,-57.6711,-26.4541,117.73,4.4,mb,17,140,6.574,0.69,South Sandwich Islands region,7.77,10.603,0.138,15
2025-02-23T01:24:21.488Z,-6.7524,147.4168,35,4.4,mb,25,107,2.647,0.67,"46 km E of Lae, Papua New Guinea",9.1,1.946,0.123,24
2025-02-23T00:18:02.896Z,0.6013,121.2448,85.947,3.9,mb,17,84,0.686,0.65,"202 km W of Gorontalo, Indonesia",7.34,7.598,0.296,3
2025-02-23T00:03:47.556Z,-17.906,-178.5168,548.907,4.1,mb,29,77,2.469,0.71,"230 km E of Levuka, Fiji",15.51,9.285,0.13,16
2025-02-22T23:44:52.037Z,-5.5397,102.9862,10,4.7,mb,55,90,1.172,0.89,"169 km S of Pagar Alam, Indonesia",4.47,1.886,0.09,37
2025-02-22T23:39:40.005Z,58.6114,-151.5435,31,2.6,ml,,,,0.5,"84 km S of Port Graham, Alaska",,0.3,,
2025-02-22T23:09:18.494Z,-7.523,156.0313,10,4.3,mb,17,99,4.316,1.25,"110 km NW of Gizo, Solomon Islands",11.1,1.909,0.168,10
2025-02-22T23:07:36.519Z,-5.0967,151.8667,111.238,4,mb,15,159,0.801,0.89,"94 km SSW of Kokopo, Papua New Guinea",11.62,8.35,0.164,10
2025-02-22T22:52:09.230Z,39.5295,-122.963,9.85,2.93,md,47,46,0.023,0.12,"13 km N of Lake Pillsbury, CA",0.17,0.48,0.258,62
2025-02-22T22:49:31.294Z,-23.8225,-175.4707,35,5,mb,54,123,5.844,0.96,"279 km S of â€˜Ohonua, Tonga",5.55,1.874,0.087,42
2025-02-22T22:47:31.650Z,35.4836667,-118.443,3.11,2.62,ml,50,36,0.1805,0.16,"12 km SSE of Bodfish, CA",0.16,0.56,0.124,78
2025-02-22T22:46:12.210Z,34.0803333,-116.7825,10.04,3.3,ml,122,20,0.04972,0.17,"18 km N of Cabazon, CA",0.1,0.22,0.129,328
2025-02-22T22:20:59.314Z,-7.4723,155.9646,35,5.3,mww,55,53,4.397,0.99,"119 km NW of Gizo, Solomon Islands",8.73,1.919,0.08,15
2025-02-22T22:20:25.318Z,-45.5785,-76.6977,10,5.4,mww,54,115,2.286,0.87,"Off the coast of Aisen, Chile",8.71,1.843,0.054,33
2025-02-22T21:34:41.891Z,-29.7058,-111.7537,10,4.7,mb,31,174,3.256,0.88,Easter Island region,14,1.954,0.104,28
2025-02-22T21:24:24.236Z,28.917,-98.211,7.6904,2.5,ml,15,81,0.1,0.4,"20 km WSW of Falls City, Texas",0.897846945,2.417583903,0.1,13
2025-02-22T21:04:46.432Z,64.6566,-17.8452,10,5.1,mww,68,99,1.498,0.5,"115 km S of Akureyri, Iceland",8.66,1.886,0.053,34
2025-02-22T20:55:22.561Z,53.8548,-163.9089,35,2.7,ml,24,203,0.797,0.33,"115 km SSW of False Pass, Alaska",3.64,2.011,0.081,20
2025-02-22T20:39:31.530Z,-7.0272,155.6004,85.159,4.5,mb,38,62,4.431,0.7,"79 km S of Panguna, Papua New Guinea",11.75,7.693,0.08,46
2025-02-22T20:31:32.447Z,17.6863,-82.2717,10,4.3,mb,42,50,4.541,0.76,"200 km SSW of George Town, Cayman Islands",8.05,1.958,0.099,29
2025-02-22T20:26:18.317Z,52.0301,-171.5027,35,3.3,ml,23,208,1.231,0.74,"185 km E of Atka, Alaska",6.18,2.014,0.077,22
2025-02-22T20:05:04.857Z,51.4451,-178.6406,64.127,2.7,ml,15,194,0.153,0.5,"146 km WSW of Adak, Alaska",5.11,8.939,0.097,14
2025-02-22T19:59:24.711Z,31.662,-104.303,7.074,2.7,ml,19,67,0,0.1,"57 km S of Whites City, New Mexico",0.784952044,0.640383406,0.2,53
2025-02-22T19:57:42.553Z,18.215,-69.1127,10,2.7,ml,14,191,0.756,0.53,"27 km SSW of La Romana, Dominican Republic",6.4,1.991,0.071,26
2025-02-22T19:31:57.118Z,-5.4681,147.1837,200.748,4.6,mb,39,93,3.911,0.91,"140 km N of Lae, Papua New Guinea",10.38,9.694,0.092,35
2025-02-22T19:13:52.655Z,16.8264,-95.2327,10,4.1,mb,43,161,2.156,0.88,"9 km W of Santo Domingo Petapa, Mexico",9.34,1.971,0.096,30
2025-02-22T18:44:48.987Z,-23.6186,178.8386,572.971,4.5,mb,106,77,5.89,0.59,south of the Fiji Islands,10.89,6.862,0.053,109
2025-02-22T18:30:58.566Z,11.5259,125.9215,23.132,4.6,mb,110,84,4.441,0.61,"39 km NE of Hernani, Philippines",8.25,5.457,0.056,102
2025-02-22T18:24:57.140Z,19.14183333,-66.378,24.02,2.82,md,19,272,0.6766,0.14,"74 km N of Brenas, Puerto Rico",0.62,9.97,0.067728,9
2025-02-22T17:31:22.526Z,15.7042,39.1895,10,4.3,mb,32,79,5.463,0.56,"32 km WNW of Massawa, Eritrea",10.78,1.834,0.113,23
2025-02-22T16:56:49.450Z,36.6955,-121.3301667,4.39,2.84,md,56,76,0.01775,0.07,"11 km SSW of Tres Pinos, CA",0.15,0.29,0.119,86
2025-02-22T16:47:16.610Z,36.69616667,-121.3351667,4.53,2.95,md,66,99,0.0145,0.11,"11 km SSW of Tres Pinos, CA",0.15,0.3,0.088,85
2025-02-22T16:46:36.540Z,36.694,-121.3345,4.39,2.69,md,61,98,0.01654,0.11,"11 km SSW of Tres Pinos, CA",0.15,0.31,0.153,97
2025-02-22T16:37:20.610Z,31.6203333,-114.484,14.98,2.71,ml,12,116,0.4047,0.24,"80 km SE of Estacion Coahuila, B.C., MX",0.46,31.61,0.165,48
2025-02-22T16:25:41.967Z,-21.8989,179.5106,625.499,4.3,mb,24,181,4.354,0.95,south of the Fiji Islands,24.76,23.016,0.111,24
2025-02-22T16:17:28.810Z,18.1725,-67.24266667,16.19,2.52,md,8,241,0.1031,0.27,"11 km WSW of MayagÃ¼ez, Puerto Rico",1.19,1.48,0.065740432,6
2025-02-22T15:47:29.692Z,28.915,-98.207,8.1787,2.5,ml,21,78,0.1,0.1,"19 km WSW of Falls City, Texas",1.010158277,1.693694956,0.1,31
2025-02-22T15:33:57.969Z,-57.9349,-24.606,10,4.4,mb,27,195,7.581,0.64,South Sandwich Islands region,15.24,1.945,0.162,12
2025-02-22T15:07:17.393Z,53.6267,-173.7266,10,3.2,ml,19,187,1.374,0.46,"162 km NNE of Atka, Alaska",4.03,1.975,0.081,20
2025-02-22T14:16:13.564Z,-6.7397,147.4057,35,4.7,mb,39,104,2.659,0.86,"45 km E of Lae, Papua New Guinea",10.11,1.915,0.086,45
2025-02-22T13:15:33.772Z,-14.6617,167.4029,159.448,4.4,mb,37,143,0.804,0.74,"55 km NE of Port-Olry, Vanuatu",13.3,7.234,0.112,29
2025-02-22T13:07:36.557Z,40.9833,143.1045,51.787,4.6,mb,51,148,1.031,0.71,"128 km S of HonchÅ, Japan",8.29,3.215,0.086,40
2025-02-22T12:58:01.910Z,-7.954,118.7395,218.474,4.4,mb,30,60,1.289,0.99,"55 km N of Bima, Indonesia",7.36,6.752,0.112,23
2025-02-22T12:56:27.068Z,55.4124,-152.7499,10,2.5,ml,21,253,1.404,0.54,"192 km SSE of Akhiok, Alaska",8.57,2.014,0.074,24
2025-02-22T12:47:08.227Z,51.3414,-177.0715,49.837,2.5,ml,16,218,0.433,0.41,"66 km SSW of Adak, Alaska",6.14,15.387,0.105,12
2025-02-22T12:43:56.783Z,-19.7745,-175.6223,195.655,4.5,mb,38,96,5.419,0.59,"132 km W of Pangai, Tonga",15.03,8.124,0.088,38
2025-02-22T12:43:21.200Z,55.4281,-156.8677,22.8,2.5,ml,,,,0.72,"136 km SE of Chignik, Alaska",,1,,
2025-02-22T12:20:04.310Z,36.69266667,-121.326,4.42,2.62,md,63,104,0.02213,0.08,"11 km SSW of Tres Pinos, CA",0.14,0.28,0.126,121
2025-02-22T12:17:54.519Z,50.9373,178.0409,10,3,ml,19,303,0.909,0.73,"Rat Islands, Aleutian Islands, Alaska",5.78,1.995,0.097,14
2025-02-22T11:45:29.310Z,47.276,-122.1416667,25.36,3.41,ml,154,40,0.04923,0.27,"6 km SSE of Lea Hill, Washington",0.19,0.37,0.192503238,181
2025-02-22T11:29:12.600Z,18.2545,-68.1155,110.08,3.44,md,15,190,0.3611,0.37,"47 km SE of Punta Cana, Dominican Republic",3.27,1.76,0.056353012,9
2025-02-22T10:48:32.207Z,-18.4248,-176.5976,361.443,4.4,mb,40,124,4.308,0.57,"277 km W of Neiafu, Tonga",8.01,7.675,0.085,40
2025-02-22T10:44:40.149Z,-5.872,127.8699,381.464,4.5,mb,51,36,2.429,0.7,"243 km S of Ambon, Indonesia",9.14,8.875,0.103,28
2025-02-22T10:41:05.530Z,36.69866667,-121.3341667,3.97,2.6,md,67,65,0.01324,0.09,"10 km SSW of Tres Pinos, CA",0.15,0.25,0.126,85
2025-02-22T10:33:30.853Z,21.5846,93.8043,59.186,5,mww,89,83,1.103,1.03,"119 km S of Hakha, Burma (Myanmar)",8.11,6.657,0.11,8
2025-02-22T10:31:25.270Z,36.69533333,-121.3253333,4.7,3.88,mw,80,54,0.02088,0.15,"11 km SSW of Tres Pinos, CA",0.18,0.44,,7
2025-02-22T09:30:58.145Z,-7.9609,126.5883,10.987,4.2,mb,13,160,2.905,0.59,"58 km NNE of Baukau, Timor Leste",10.61,5.475,0.2,7
2025-02-22T09:25:26.980Z,36.69416667,-121.3303333,4.65,3.01,ml,79,53,0.01858,0.14,"11 km SSW of Tres Pinos, CA",0.15,0.36,0.139,45
2025-02-22T09:16:02.090Z,36.68,-121.3398333,3.38,2.69,md,75,34,0.02793,0.23,"12 km SSW of Tres Pinos, CA",0.19,0.62,0.127,129
2025-02-22T08:58:42.265Z,60.1028,-150.5647,36.8,3.3,ml,,,,0.8,"34 km NE of Fox River, Alaska",,0.4,,
2025-02-22T08:09:47.696Z,53.9652,-163.1034,35,2.7,ml,30,220,0.777,0.95,"100 km SSE of False Pass, Alaska",4.7,2.014,0.085,18
2025-02-22T07:25:19.109Z,25.3364,126.0433,46.653,4.4,mb,36,102,1.899,0.62,"95 km NE of Hirara, Japan",9.17,5.934,0.11,24
2025-02-22T07:16:54.604Z,-20.7626,-178.0756,509.088,4.3,mb,23,210,4.731,0.45,"291 km W of Houma, Tonga",15.22,13.889,0.119,20
2025-02-22T07:13:17.220Z,42.27533333,-124.3183333,6.53,2.79,ml,18,125,0.04282,0.13,"6 km E of Pistol River, Oregon",0.39,0.62,0.130786999,10
2025-02-22T06:45:45.540Z,36.6965,-121.3246667,3.63,2.79,md,65,66,0.02068,0.08,"10 km SSW of Tres Pinos, CA",0.14,0.3,0.123,130
2025-02-22T06:40:11.480Z,36.698,-121.3285,3.96,3.21,ml,77,53,0.01728,0.14,"10 km SSW of Tres Pinos, CA",0.15,0.37,0.166,79
2025-02-22T06:18:27.532Z,28.9,-98.223,8.6182,2.8,ml,23,74,0.1,0.2,"22 km WSW of Falls City, Texas",1.641461218,2.876711813,0.1,28
2025-02-22T06:10:15.973Z,68.6482,-165.9861,11.9,2.7,ml,,,,0.78,"45 km NE of Point Hope, Alaska",,0.3,,
2025-02-22T05:21:37.220Z,36.70033333,-121.3315,3.94,3.13,ml,72,53,0.014,0.13,"10 km SSW of Tres Pinos, CA",0.14,0.31,0.192,78
2025-02-22T05:16:52.246Z,37.3795,72.11,211.691,4.1,mb,14,185,2.109,0.85,"50 km ESE of Khorugh, Tajikistan",9.85,12.758,0.301,3
2025-02-22T04:37:08.280Z,19.0335,-155.4318333,35.37,2.89,ml,50,206,0.1246,0.1,"16 km ESE of Naalehu, Hawaii",0.75,0.75,0.156910891,37
2025-02-22T03:39:59.289Z,-24.7498,-177.0898,121.457,4.2,mb,17,138,4.539,0.85,south of the Fiji Islands,14.82,12.357,0.186,13
2025-02-22T03:12:21.161Z,1.3487,125.595,9.507,4.4,mb,19,104,0.761,1.14,"52 km E of Bitung, Indonesia",6.12,2.429,0.17,12
2025-02-22T02:51:07.121Z,-60.1021,-28.0401,153.042,4.4,mb,28,108,7.417,0.52,South Sandwich Islands region,13.93,6.114,0.105,27
2025-02-22T02:39:06.330Z,19.1401,-67.0168,9,3.45,md,16,224,0.6792,0.54,"70 km N of Isabela, Puerto Rico",1.68,3.48,0.02,6
2025-02-22T02:31:07.770Z,19.9485,-155.9675,59.8,2.65,ml,10,255,0.251,0.25,"13 km W of Puako, Hawaii",2.54,31.61,0.132828443,6
2025-02-22T01:40:42.433Z,18.6736,-69.096,133.323,3.3,ml,13,150,0.293,0.27,"11 km SSW of Santa Cruz de El Seibo, Dominican Republic",7.79,5.632,0.066,30
2025-02-22T01:06:51.034Z,-3.9494,-80.7627,41.517,4.4,mb,17,159,2.105,0.74,"12 km W of CaÃ±averal, Peru",9.96,9.165,0.24,5
2025-02-22T00:37:54.450Z,40.37266667,-124.982,5.59,2.65,md,46,276,0.496,0.17,"59 km WNW of Petrolia, CA",2.4,2.67,0.247,30
2025-02-22T00:07:15.392Z,-31.7577,-71.9821,39.323,4.2,mb,38,80,1.004,0.5,"78 km W of Illapel, Chile",5.12,8.791,0.175,9
2025-02-21T23:58:38.981Z,49.96,-178.3487,10,2.8,ml,18,255,1.622,0.56,"244 km SSW of Adak, Alaska",7.55,2.017,0.105,12
2025-02-21T23:32:19.318Z,15.5019,-94.4005,70.173,4.6,mww,68,163,1.822,1.14,"77 km SSW of La Gloria, Mexico",7.16,7.933,0.139,5
2025-02-21T23:23:33.703Z,-10.316,161.4945,80.696,4.3,mb,16,137,1.756,0.8,"49 km WNW of Kirakira, Solomon Islands",12.77,7.361,0.142,14
2025-02-21T23:03:36.183Z,36.5775,70.8746,191.558,4.1,mb,43,108,2.499,0.81,"32 km S of Jurm, Afghanistan",3.72,9.111,0.12,19
2025-02-21T22:50:03.740Z,36.3507,71.2919,124.684,4.5,mb,54,94,2.541,0.51,"42 km SSW of AshkÄsham, Afghanistan",7.9,7.872,0.067,65
2025-02-21T22:49:53.643Z,51.4989,178.1218,55.687,2.6,ml,14,288,0.511,0.29,"Rat Islands, Aleutian Islands, Alaska",7.46,10.507,0.105,12
2025-02-21T22:36:40.443Z,10.4801,-86.1269,11.534,4.4,mb,49,190,0.828,0.71,"37 km WNW of Tamarindo, Costa Rica",7.82,3.808,0.086,39
2025-02-21T21:57:58.160Z,-24.9584,-179.4432,391.077,4.3,mb,26,104,4.478,0.86,south of the Fiji Islands,10.19,7.06,0.126,18
2025-02-21T21:57:20.419Z,18.5751,145.5384,143.484,3.8,mb,11,147,3.324,0.59,"Pagan region, Northern Mariana Islands",17.11,6.121,0.17,9
2025-02-21T21:30:33.947Z,58.6771,-154.0415,92.6,2.6,ml,,,,0.44,"94 km SSE of Kokhanok, Alaska",,0.4,,
2025-02-21T21:26:32.781Z,49.6928,-123.5454,10,4.8,mww,37,45,0.954,1.07,"28 km W of Squamish, Canada",3.69,1.9,0.052,35
2025-02-21T20:55:49.063Z,50.1615,179.9408,10,3,ml,33,270,1.284,0.6,"Rat Islands, Aleutian Islands, Alaska",7.18,2.023,0.105,12
2025-02-21T20:47:18.687Z,-8.0096,124.4575,187.476,4.2,mb,19,160,1.745,0.43,"106 km NW of Maubara, Timor Leste",7.58,9.322,0.152,12
2025-02-21T20:45:44.058Z,58.3009,-151.4098,45.5,2.6,ml,,,,0.57,"76 km ENE of Ouzinkie, Alaska",,0.6,,
2025-02-21T20:44:11.722Z,-18.6546,-175.667,212.853,4.6,mb,61,84,5.451,0.66,"177 km W of Neiafu, Tonga",9.4,7.449,0.071,64
2025-02-21T18:57:15.663Z,-26.9293,-176.3361,10,4.9,mb,97,115,2.702,0.85,south of the Fiji Islands,11.1,1.826,0.056,105
2025-02-21T18:44:01.211Z,4.0381,126.4332,96.402,4.1,mb,43,67,1.175,0.72,"185 km SE of Sarangani, Philippines",4.66,7.535,0.102,32
2025-02-21T18:41:44.485Z,35.7191,115.2707,10,4.2,mb,44,112,4.351,0.56,"23 km E of Puyang Chengguanzhen, China",9.32,1.89,0.098,33
2025-02-21T18:27:15.860Z,61.7594,-152.0538,114.1,2.5,ml,,,,0.44,"43 km SW of Skwentna, Alaska",,0.3,,
2025-02-21T18:23:06.320Z,51.9778,-177.5335,115.63,2.5,ml,27,165,0.217,0.31,"62 km W of Adak, Alaska",9.09,4.108,0.091,16
2025-02-21T18:07:47.400Z,51.3449,-176.3275,35,2.6,ml,19,216,0.52,0.38,"62 km SSE of Adak, Alaska",3.61,2.011,0.091,16
2025-02-21T17:02:28.450Z,17.82933333,-67.96066667,67.16,3.41,md,11,225,0.79,0.09,"83 km W of Pole Ojea, Puerto Rico",1.51,1.15,0.138909176,6
2025-02-21T15:55:12.310Z,31.636,-114.501,15,3.02,ml,10,113,0.3837,0.24,"78 km SE of Estacion Coahuila, B.C., MX",0.41,31.61,0.2,66
2025-02-21T15:47:26.474Z,53.7228,-166.3968,88.817,2.6,ml,20,181,0.138,0.27,"19 km SSE of Unalaska, Alaska",13.47,12.229,0.091,16
2025-02-21T15:11:22.986Z,57.0123,-154.5573,3.8,2.9,ml,,,,0.85,"24 km WNW of Akhiok, Alaska",,0.4,,
2025-02-21T14:21:55.883Z,30.3644,98.4266,10,4.1,mb,31,122,6.362,0.65,"146 km SE of Qamdo, China",11.25,1.919,0.112,22
2025-02-21T13:01:48.588Z,37.5777,141.3953,69.05,4.8,mww,108,95,2.75,0.75,"36 km ENE of Namie, Japan",7.03,6.542,0.089,12
2025-02-21T12:50:06.504Z,51.3233,-178.1355,35,3.3,ml,22,204,0.457,0.46,"120 km WSW of Adak, Alaska",3.24,2.006,0.091,16
2025-02-21T12:43:58.930Z,19.0793,-66.4563,35,3.73,md,21,250,0.6066,0.27,"68 km N of Tierras Nuevas Poniente, Puerto Rico",0.99,4.89,0.07,16
2025-02-21T12:39:59.522Z,61.3882,-150.0708,36.7,2.6,ml,,,,0.64,"5 km WNW of Point MacKenzie, Alaska",,0.2,,
2025-02-21T12:32:25.059Z,11.336,145.0962,10,4.3,mb,17,102,2.251,0.97,"217 km S of Inarajan Village, Guam",11.31,1.932,0.168,10
2025-02-21T12:27:38.055Z,39.2529,41.6996,9.04,4.5,mb,131,34,0.748,0.46,"11 km S of HÄ±nÄ±s, Turkey",4.14,3.548,0.06,83
2025-02-21T12:12:26.334Z,-18.79,168.9202,105.099,4,mb,17,111,3.708,0.56,"91 km NNW of Isangel, Vanuatu",5.7,12.374,0.163,10
2025-02-21T12:11:54.215Z,51.1987,-178.4471,35,3.1,ml,22,210,0.423,0.46,"146 km WSW of Adak, Alaska",2.64,1.938,0.091,16
2025-02-21T11:58:57.120Z,31.6141667,-114.4816667,14.98,2.96,ml,12,116,0.411,0.35,"81 km SE of Estacion Coahuila, B.C., MX",0.52,31.61,0.204,101
2025-02-21T11:36:29.450Z,31.6243333,-114.4836667,14.98,3.61,ml,14,116,0.4016,0.27,"80 km SE of Estacion Coahuila, B.C., MX",0.37,31.61,0.214,217
2025-02-21T11:28:28.600Z,40.45733333,-125.2656667,10.01,2.9,md,115,244,0.7,0.26,"84 km WNW of Petrolia, CA",1.51,31.61,0.162,63
2025-02-21T11:19:56.240Z,40.43016667,-125.103,10,2.78,ml,116,238,0.5859,0.26,"70 km WNW of Petrolia, CA",0.85,31.61,0.174,11
2025-02-21T10:30:26.203Z,-1.4441,-103.2144,10,4.6,mb,66,161,20.26,0.59,central East Pacific Rise,14.33,1.935,0.05,121
2025-02-21T10:29:57.650Z,31.6205,-114.4846667,14.98,3.06,ml,12,116,0.4043,0.31,"80 km SE of Estacion Coahuila, B.C., MX",0.56,31.61,0.198,94
2025-02-21T10:29:41.732Z,14.0211,145.5396,107.064,4.2,mb,32,92,0.781,0.64,"88 km NE of Yigo Village, Guam",8.8,8.91,0.118,20
2025-02-21T10:20:29.729Z,53.3081,-167.3011,63.302,2.9,ml,30,190,0.38,0.41,"80 km SW of Unalaska, Alaska",8.24,22.318,0.091,16
2025-02-21T10:11:47.229Z,28.4908,87.4621,10,4.9,mb,99,55,2.047,0.46,"87 km NE of Lobuche, Nepal",7.01,1.837,0.046,145
2025-02-21T09:45:44.900Z,31.615,-114.4806667,14.98,3.6,ml,14,116,0.4108,0.31,"81 km SE of Estacion Coahuila, B.C., MX",0.63,31.61,0.187,134
2025-02-21T09:44:02.440Z,40.338,-124.7211667,19.4,2.54,md,45,249,0.2937,0.2,"37 km WNW of Petrolia, CA",1.43,0.76,0.121,20
2025-02-21T09:08:18.254Z,65.3518,-168.6763,7.7,2.8,ml,,,,0.58,"39 km SW of Wales, Alaska",,0.4,,
2025-02-21T08:25:21.140Z,36.02733333,-98.0935,6.18,2.93,ml,96,43,0,0.11,"6 km NNE of Loyal, Oklahoma",,0.2,0.25,38
2025-02-21T08:17:39.347Z,-37.6225,-73.2455,45.269,4.1,mb,27,191,1.844,0.56,"18 km SSE of Curanilahue, Chile",7.72,11.784,0.158,11
2025-02-21T08:12:40.000Z,19.06716667,-155.3568333,33.14,2.78,ml,36,216,0.1327,0.12,"19 km SE of PÄhala, Hawaii",0.82,1,0.153510001,28
2025-02-21T07:26:51.910Z,19.4445,-65.74066667,37.94,3.39,md,16,279,1.175,0.36,"112 km N of SuÃ¡rez, Puerto Rico",2.9,18.41,0.139690551,7
2025-02-21T07:20:55.955Z,-19.4988,168.9434,41.683,5.1,mww,64,118,3.399,0.73,"35 km W of Isangel, Vanuatu",9.28,6.166,0.08,15
2025-02-21T07:07:09.006Z,51.5262,178.1377,52.286,4.9,mb,246,109,0.482,0.95,"Rat Islands, Aleutian Islands, Alaska",4.94,5.462,0.024,552
2025-02-21T06:38:26.803Z,65.3854,-168.652,10.3,2.7,ml,,,,0.82,"35 km SW of Wales, Alaska",,0.5,,
2025-02-21T05:33:44.196Z,21.6998,120.405,10,4.7,mb,52,93,1.276,0.71,"48 km SW of Hengchun, Taiwan",5.71,1.839,0.084,43
2025-02-21T05:24:37.625Z,63.0687,-150.9489,126.7,2.7,ml,,,,0.46,"64 km N of Petersville, Alaska",,0.2,,
2025-02-21T04:53:37.145Z,-5.4357,146.9658,215.005,4.3,mb,16,162,3.393,0.54,"132 km E of Madang, Papua New Guinea",15.39,13.683,0.154,12
2025-02-21T04:51:37.421Z,39.0495,-28.5364,10,4.4,mb,36,103,2.692,0.72,"46 km W of Santa Cruz da Graciosa, Portugal",9.51,1.897,0.107,25
2025-02-21T04:41:31.101Z,39.8747,141.5437,78.938,4.5,mb,39,141,0.984,0.74,"20 km SSE of Kuzumaki, Japan",8.69,7.033,0.099,30
2025-02-21T04:29:01.400Z,17.95016667,-66.8885,12.74,2.74,md,20,196,0.02627,0.18,"3 km S of Maria Antonia, Puerto Rico",0.56,0.26,0.237747696,7
2025-02-21T04:26:07.363Z,52.4876,-174.1005,10,3.2,ml,15,271,0.096,0.48,"33 km NNE of Atka, Alaska",2.73,1.74,0.128,8
2025-02-21T04:15:19.552Z,52.9706,-173.6898,10,2.8,ml,17,187,0.741,0.48,"92 km NNE of Atka, Alaska",3.97,1.994,0.091,16
2025-02-21T04:14:39.822Z,59.9138,-153.0968,117.3,3.2,ml,,,,0.43,"58 km ENE of Pedro Bay, Alaska",,0.1,,
2025-02-21T03:59:43.297Z,51.9006,158.3289,118.649,4.1,mb,15,216,1.142,0.87,"114 km S of Vilyuchinsk, Russia",10.86,5.695,0.184,9
2025-02-21T03:54:59.330Z,17.939,-66.882,13.13,2.74,md,16,184,0.03567,0.12,"4 km S of Maria Antonia, Puerto Rico",0.49,0.23,0.18276784,8
2025-02-21T03:45:04.694Z,-25.2195,179.8706,515.085,4.3,mb,21,178,4.481,0.42,south of the Fiji Islands,13.74,13.098,0.168,14
2025-02-21T02:54:18.180Z,19.3723,-68.3471,47,3.77,md,17,235,0.8591,0.46,"85 km ENE of Miches, Dominican Republic",3.75,13.68,0.06,10
2025-02-21T02:16:55.060Z,54.4744,-162.2668,61.698,2.7,ml,21,205,0.499,0.23,"65 km S of King Cove, Alaska",6.69,15.509,0.081,20
2025-02-21T01:20:09.690Z,-0.575,133.8981,10,4.5,mb,27,118,2.255,0.65,"36 km NNW of Manokwari, Indonesia",7.74,1.55,0.118,22
2025-02-21T00:56:38.930Z,24.1373,142.4384,136.681,4.3,mb,25,152,2.955,0.44,"Volcano Islands, Japan region",16.1,9.103,0.116,21
2025-02-21T00:40:14.374Z,-4.2,129.2082,144.311,4.1,mb,24,65,0.764,0.52,"100 km SSE of Amahai, Indonesia",10.42,8.014,0.151,12
2025-02-20T23:37:14.428Z,-23.3042,179.0643,571.205,4.6,mb,31,131,5.612,0.66,south of the Fiji Islands,14.64,9.496,0.107,27
2025-02-20T23:22:45.564Z,2.2489,127.2262,10,4.3,mb,20,124,1.474,0.78,"104 km WNW of Tobelo, Indonesia",6.47,1.902,0.138,15
2025-02-20T22:39:33.619Z,-32.3001,179.9812,253.702,4.5,mb,22,141,3.526,1.02,south of the Kermadec Islands,14.48,13.039,0.131,17
2025-02-20T22:21:46.222Z,34.6115,72.509,10,4.4,mb,24,136,2.786,0.89,"22 km SE of Mingora, Pakistan",8.75,1.916,0.126,18
2025-02-20T21:21:49.438Z,65.2762,-170.1685,2.2,2.6,ml,,,,0.58,"52 km SE of Lavrentiya, Russia",,0.7,,
2025-02-20T21:02:12.329Z,59.4043,-152.5613,65.7,2.8,ml,,,,0.7,"36 km W of Nanwalek, Alaska",,0.2,,
2025-02-20T20:39:40.168Z,-21.2856,-178.6986,552.906,4.5,mb,64,115,4.668,0.63,Fiji region,10.16,7.7,0.067,66
2025-02-20T20:01:03.500Z,19.13116667,-66.3835,23.89,3.14,md,10,271,0.8083,0.23,"73 km N of Brenas, Puerto Rico",1.38,18.43,0.073510824,8
2025-02-20T19:43:19.020Z,-20.3648,68.1706,10,4.9,mb,94,57,4.553,0.48,Mid-Indian Ridge,10.31,1.852,0.06,88
2025-02-20T19:41:40.554Z,-20.48,68.2954,10,4.3,mb,37,69,4.684,0.41,Mid-Indian Ridge,11.24,1.766,0.103,27
2025-02-20T19:16:58.969Z,-3.2414,145.9104,10,4.9,mb,54,61,1.879,0.69,"201 km SW of Lorengau, Papua New Guinea",7.39,1.891,0.088,40
2025-02-20T19:15:30.195Z,53.6094,-160.0823,10,3.3,ml,28,228,1.759,0.76,"194 km S of Sand Point, Alaska",7.39,2.014,0.081,20
2025-02-20T19:08:39.760Z,18.5305,-66.63083333,15.5,2.78,md,3,317,0.217,0.38,"9 km N of Animas, Puerto Rico",3.17,2.08,0.046959876,3
2025-02-20T19:06:58.122Z,-22.2449,170.3296,10,4.6,mb,22,173,2.692,0.35,"264 km ESE of Tadine, New Caledonia",9.01,1.937,0.146,14
2025-02-20T18:47:09.630Z,52.3772,-170.0128,35,2.6,ml,13,305,0.447,0.42,"99 km SW of Nikolski, Alaska",2.96,2.01,0.101,13
